0,-26.109,0,26.031,86.41,1,50.608,75.701,1,71.73,87.567,1,49.17,89.006,1,23.139,94.79,1,131.31,13.805,1,111.64,34.63,1,93.711,49.091,1,102.39,68.462,1,110.78,88.427,1,139.13,89.584,1,96.885,56.611,1,116.57,53.422,1
75.711,49.494,1,83.655,63.105,1,86.648,67.025,1,106.08,54.367,1,86.012,38.689,1,69.355,34.77,1,74.254,154.31,1,81.722,141.6,1,74.387,117.47,1,89.931,89.64,1,122.74,100.44,1,123.72,136.19,1,84.45,106.19,1,54.658,98.485,1
149.31,195.51,1,120.93,178.16,1,156.43,155.32,1,151.7,139.56,1,121.74,151.36,1,128.05,178.16,1,-53.266,0,0,-53.266,0,0,-53.266,0,0,111.47,145.86,1,120.93,166.32,1,119.36,177.4,1,106.74,152.17,1,87.824,145.05,1
67.976,183.69,1,63.624,133.2,1,34.024,107.51,1,61.882,110.99,1,76.259,128.4,1,80.165,173.25,1,10.965,124.07,1,24.447,91.412,1,55.365,74.424,1,88.871,80.094,1,104.12,114.47,1,124.14,143.65,1,67.976,84.024,1,84.118,72.8,1
145.83,95.502,1,111.88,83.384,1,0,-27.293,0,146.22,67.62,1,114.72,89.039,1,147.03,90.655,1,0,-27.293,0,0,-27.293,0,0,-27.293,0,102.99,63.603,1,107.45,91.856,1,112.69,118.12,1,95.721,64.389,1,76.747,60.371,1
219.14,201.64,1,189.88,171.72,1,215.23,163.28,1,243.87,142.46,1,244.53,176.29,1,295.23,193.2,1,167.11,150.27,1,189.88,161.33,1,203.55,142.46,1,210.04,122.3,1,213.32,111.25,1,177.54,115.16,1,208.09,132.07,1,193.79,119.06,1
45.493,114.62,1,60.282,86.888,1,74.597,105.85,1,93.559,116.47,1,100.48,97.981,1,75.996,127.56,1,52.413,61.481,1,68.601,71.175,1,75.996,69.776,1,98.18,66.078,1,115.74,68.402,1,128.68,64.229,1,81.992,67.927,1,74.597,37.448,1
93.105,54.172,1,118.47,83.019,1,94.477,89.842,1,65.666,88.507,1,95.144,75.455,1,76.642,51.428,1,117.8,111.12,1,106.12,104.27,1,115.06,126.92,1,105.45,144.72,1,100.63,107.71,1,117.09,109.75,1,119.84,139.23,1,132.19,146.79,1
207.46,54,1,240.5,71.821,1,263.64,84.393,1,280.82,71.179,1,258.36,43.429,1,225.96,20.964,1,278.18,162.36,1,274.86,142.54,1,272.21,122.04,1,279.5,103.54,1,298.64,102.25,1,303.29,119.39,1,266.29,111.46,1,243.82,112.14,1
40.097,92.654,1,80.809,96.828,1,114.95,90.874,1,135.89,87.864,1,165.24,72.33,1,189.77,49.547,1,49.676,83.689,1,76.019,75.89,1,98.77,63.301,1,127.51,54.337,1,153.27,53.139,1,178.41,48.35,1,113.75,56.117,1,106.57,33.398,1
170.63,85.194,1,149.51,89.684,1,0,-40.534,0,108.67,65.898,1,71.845,46.578,1,31.432,28.18,1,99.684,95.51,1,0,-40.534,0,0,-40.534,0,137.4,73.083,1,138.3,89.248,1,131.12,104.05,1,0,-40.534,0,116.75,76.675,1
57.461,198.87,1,58.278,156.82,1,51.744,107,1,66.865,107.81,1,102.8,103.73,1,74.614,130.68,1,90.552,64.923,1,86.865,89.426,1,74.614,71.06,1,51.744,64.525,1,66.865,63.709,1,86.468,59.625,1,59.912,57.174,1,64.812,40.022,1
50.922,189.81,1,67.754,159.69,1,-29.551,0,0,-29.551,0,0,100.33,145.2,1,89.102,186.67,1,81.087,106.71,1,70.142,86.217,1,74.09,53.924,1,-29.551,0,0,-29.551,0,0,-29.551,0,0,87.163,54.161,1,102.08,31.04,1
39.03,98.934,1,60.133,92.756,1,86.52,73.402,1,105.51,88.193,1,83.345,99.086,1,52.395,103.67,1,50.285,87.128,1,74.904,61.463,1,96.71,37.547,1,127.32,44.924,1,119.92,75.17,1,107.62,104.35,1,116.41,41.045,1,133.31,21.35,1
0,-59.139,0,0,-59.139,0,0,-59.139,0,118.31,127.67,1,118.31,81.497,1,113.25,40.385,1,0,-59.139,0,0,-59.139,0,0,-59.139,0,142.82,97.373,1,141.36,125.49,1,133.46,154.33,1,149.3,86.557,1,155.82,69.227,1
154.78,212.73,1,158.28,173.97,1,118.84,145.79,1,-63.587,0,0,-63.587,0,0,-63.587,0,0,108.97,142.98,1,118.15,121.16,1,139.28,110.61,1,-63.587,0,0,140.69,142.29,1,146.33,157.79,1,150.55,109.89,1,169.55,98.618,1
125.4,124.17,1,-48.443,0,0,-48.443,0,0,169.67,132.28,1,136.72,104.74,1,102.72,111.21,1,106.49,141.45,1,-48.443,0,0,142.15,98.783,1,158.87,95.018,1,156.19,115.01,1,140.51,134.97,1,147.55,92.859,1,142.67,68.55,1
213.36,185.51,1,221.69,174.03,1,214.43,129.24,1,249.82,132.4,1,258.15,161.54,1,244.59,192.77,1,192.54,125.08,1,200.87,108.43,1,224.84,89.745,1,267.49,102.24,1,274.81,126.15,1,278.97,144.89,1,251.91,99.085,1,261.25,79.28,1
-45.293,0,0,115.44,216.76,1,120.08,184.47,1,147.08,173.27,1,128.63,214.11,1,157.62,205.56,1,113.49,231.25,1,104.25,203.57,1,79.209,177.88,1,91.058,166.03,1,93.051,202.91,1,75.259,234.55,1,77.252,171.97,1,54.823,160.08,1
32.279,174.58,1,29.559,111.99,1,80.784,80.27,1,93.039,87.525,1,60.392,98.407,1,51.765,172.3,1,126.59,75.27,1,-41.176,0,0,-41.176,0,0,129.31,98.848,1,146.1,93.848,1,156.08,63.48,1,-41.176,0,0,140.66,127.43,1
70.19,75.583,1,101.27,54.038,1,148.4,46.016,1,141.38,61.03,1,106.78,80.108,1,92.737,113.17,1,199.05,126.23,1,193.04,105.15,1,0,-45.257,0,166.45,88.13,1,180,114.2,1,183.01,135.23,1,176.99,88.618,1,165.93,103.14,1
65.691,88.11,1,65.003,151.74,1,130.69,160.9,1,0,-63.781,0,0,-63.781,0,99.606,128.4,1,95.366,139.71,1,105.26,165.14,1,69.243,195.51,1,0,-63.781,0,0,-63.781,0,0,-63.781,0,0,-63.781,0,0,-63.781,0
163.12,253.63,1,175.39,215.35,1,142.15,180.66,1,150.12,175.59,1,191.33,211.02,1,180.47,242.81,1,-65.234,0,0,81.445,156.09,1,112.54,164.02,1,123.36,159.73,1,115.43,141.64,1,-65.234,0,0,-65.234,0,0,96.562,146.13,1
249.34,135.4,1,244.17,100.75,1,258.15,67.111,1,232.29,65.042,1,219.87,103.35,1,217.8,136.46,1,262.8,57.827,1,275.74,45.915,1,263.33,17.449,1,229.18,14.876,1,233.32,40.211,1,241.6,62.469,1,244.17,9.1718,1,245.21,-1.1744,1
132.24,145.05,1,136.92,107.31,1,95.678,92.921,1,114.35,90.21,1,145.86,103.83,1,150.14,160.96,1,24.112,29.907,1,47.827,49.369,1,80.117,45.467,1,101.92,48.598,1,116.31,74.252,1,124.46,64.533,1,94.907,47.43,1,99.579,27.196,1
60.68,146.76,1,66.668,101.19,1,101.47,115.59,1,49.482,112.39,1,70.667,147.58,1,49.072,56.4,1,61.48,79.985,1,67.879,79.185,1,40.684,68.787,1,42.673,59.189,1,65.868,75.985,1,64.269,61.977,1,63.08,61.199,1,65.868,63.188,1
13.259,84.97,1,42.24,69.501,1,10.614,62.908,1,-22.642,0,0,60.354,66.204,1,33.021,96.834,1,53.108,110.65,1,48.163,83.647,1,49.812,54.666,1,56.405,38.545,1,-22.642,0,0,-22.642,0,0,59.031,48.417,1,78.467,47.421,1
207.82,55.097,1,186.79,97.143,1,172.37,128.99,1,155.55,126.59,1,171.79,101.33,1,189.19,67.695,1,163.38,177.05,1,165.78,160.23,1,136.33,156.01,1,126.14,150,1,142.95,164.42,1,146.56,183.02,1,123.73,156.01,1,111.1,154.19,1
282.28,199.31,1,281.11,177.99,1,262.7,148.62,1,317.4,129.62,1,319.13,175.71,1,295.54,188.93,1,252.32,198.72,1,246.54,160.73,1,241.38,89.862,1,296.09,79.481,1,301.87,142.28,1,295.54,195.85,1,0,0,0,269.03,61.626,1
257.87,175.81,1,295.55,188.8,1,296.76,165.25,1,289.69,176.96,1,277.92,204.08,1,241.38,192.3,1,356.78,99.301,1,347.36,107.51,1,322.67,116.93,1,326.17,133.42,1,336.8,133.42,1,356.78,107.51,1,327.38,115.72,1,339.15,115.72,1
0,-22.657,0,122.06,107.94,1,74.442,104.44,1,82.489,90.7,1,127.1,97.135,1,151.57,111.47,1,39.894,118.52,1,19.104,116.18,1,28.838,85.661,1,53.307,73.263,1,0,-22.657,0,0,-22.657,0,34.873,75.946,1,40.565,55.482,1
203.1,68.39,1,166.62,92.286,1,181.72,119.95,1,0,-56.765,0,166.01,72.163,1,180.46,33.787,1,172.91,116.79,1,164.75,134.4,1,143.99,116.79,1,151.53,96.671,1,0,-56.765,0,0,-56.765,0,145.24,106.73,1,116.96,93.544,1
77.496,139,1,70.737,95.9,1,62.878,124.48,1,0,-24.139,0,100.38,114.11,1,0,-24.139,0,0,-24.139,0,51.078,109.13,1,51.078,85.182,1,92.52,82.324,1,107.53,108.05,1,131.12,129.13,1,70.737,80.18,1,70.737,55.172,1
145.73,127.92,1,140.21,118.58,1,134.72,105.96,1,88.605,97.715,1,43.056,80.148,1,72.136,134.51,1,175.91,118.01,1,167.12,78.487,1,149.02,47.745,1,93.561,26.35,1,46.884,54.332,1,27.122,82.878,1,-48.071,0,0,-48.071,0,0
42.27,116.76,1,76.081,119.22,1,49.916,76.762,1,69.423,83.673,1,-4.1363,0,0,42.017,112.56,1,16.599,67.395,1,30.662,56.28,1,50.903,34.064,1,76.081,37.267,1,92.133,61.711,1,105.22,75.534,1,64.486,33.317,1,64.486,9.1399,1
46.019,165.56,1,83.241,146.79,1,112.53,116.98,1,0,-51.543,0,0,-51.543,0,0,-51.543,0,188.58,183.27,1,176.23,162.72,1,167.01,132.41,1,169.04,115.96,1,185.49,156.05,1,192.16,177.62,1,0,-51.543,0,192.16,138.58,1
218.7,190.58,1,214.94,155.32,1,213.35,116.27,1,186.59,110.92,1,185,156.91,1,184.45,193.82,1,232.6,81.503,1,230.98,97.023,1,216.56,81.503,1,186.07,69.769,1,168.96,59.595,1,174.83,41.965,1,205.32,66.532,1,210.14,51.561,1
130.98,17.854,1,111.4,38.018,1,0,-27.016,0,73.758,39.841,1,72.863,9.4232,1,59.306,35.317,1,0,-27.016,0,0,-27.016,0,0,-27.016,0,75.874,66.63,1,91.53,41.94,1,108.7,26.593,1,79.487,85.297,1,56.604,93.125,1
171.46,114.66,1,191.74,143.38,1,216.26,133.24,1,256.8,150.14,1,273.7,181.42,1,282.97,213.47,1,216.26,167.03,1,0,-76.256,0,0,-76.256,0,261.87,135.75,1,283.84,117.21,1,292.28,131.55,1,247.49,138.31,1,218.77,144.25,1
271.01,261.32,1,263.88,199.69,1,0,-130.23,0,0,-130.23,0,299.69,195.35,1,301.16,255.58,1,238.06,261.32,1,243.8,232.64,1,252.4,196.74,1,314.03,181.01,1,332.71,218.29,1,329.84,239.84,1,272.48,179.53,1,266.74,136.59,1
